Campaign name,Ad group name,Ad name,Optimization goal,By Day,Account name,Cost,Impressions,Clicks (destination),Reach,Conversions,Currency,Tipo de Producto,PRODUCTO DETALLE,OBJETIVO,CANAL,MODALIDAD,SEDE,Nombre Campaña
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-28,PE_SMB_IMS_SISE,319.53,1041031,1739,847562,48,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-29,PE_SMB_IMS_SISE,253.7,855129,1442,731600,34,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-23,PE_SMB_IMS_SISE,229.9,766825,1310,666238,40,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-30,PE_SMB_IMS_SISE,224.75,718080,1285,619266,30,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-24,PE_SMB_IMS_SISE,212.34,757908,1233,636174,23,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-18,PE_SMB_IMS_SISE,208.14,504428,1635,442526,15,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_intereses_spark-ads,Conversion,2025-01-21,PE_SMB_IMS_SISE,207.22,352027,1086,325969,33,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-17,PE_SMB_IMS_SISE,206.25,598909,2087,536485,35,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-27,PE_SMB_IMS_SISE,202.47,666679,1129,576560,38,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-22,PE_SMB_IMS_SISE,200.22,719933,1300,633312,42,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_intereses_spark-ads,Conversion,2025-01-15,PE_SMB_IMS_SISE,192.96,400166,1413,377960,47,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_intereses_spark-ads,Conversion,2025-01-22,PE_SMB_IMS_SISE,189.33,320533,961,299228,16,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_intereses_spark-ads,Conversion,2025-01-20,PE_SMB_IMS_SISE,187.89,402616,1281,373599,36,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-21,PE_SMB_IMS_SISE,178.8,624201,1066,549505,41,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-18,PE_SMB_IMS_SISE,178.57,576250,1013,511749,46,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_intereses_spark-ads,Conversion,2025-01-16,PE_SMB_IMS_SISE,176.32,289936,1061,274496,25,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-19,PE_SMB_IMS_SISE,174.74,659215,1355,589201,27,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-25,PE_SMB_IMS_SISE,174.62,589936,1012,512826,29,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-20,PE_SMB_IMS_SISE,159.39,646500,1235,565870,49,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-19,PE_SMB_IMS_SISE,156.04,468671,1741,419483,13,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_diseno-modas-marzo_intereses_video,Conversion,2025-01-29,PE_SMB_IMS_SISE,153.15,483040,837,439728,29,USD,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_intereses_spark-ads,Conversion,2025-01-17,PE_SMB_IMS_SISE,151.19,228639,761,218891,14,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_diseno-modas-marzo_intereses_video,Conversion,2025-01-27,PE_SMB_IMS_SISE,132.28,410011,679,367753,20,USD,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-31,PE_SMB_IMS_SISE,130.22,461321,776,393617,23,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_diseno-modas-marzo_intereses_video,Conversion,2025-01-26,PE_SMB_IMS_SISE,128.18,404144,737,356140,22,USD,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-26,PE_SMB_IMS_SISE,123.67,423105,692,369424,20,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-01-17,PE_SMB_IMS_SISE,121.02,420196,805,382790,20,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-16,PE_SMB_IMS_SISE,120.57,331851,1200,303967,28,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_intereses_spark-ads,Conversion,2025-01-18,PE_SMB_IMS_SISE,118.52,175083,568,167482,13,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-15,PE_SMB_IMS_SISE,113.71,275526,982,257517,29,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_diseno-modas-marzo_intereses_video,Conversion,2025-01-30,PE_SMB_IMS_SISE,107.14,326471,593,301864,17,USD,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-14,PE_SMB_IMS_SISE,105.06,307032,1012,276357,22,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_collage-mayo_video_intereses_video,Conversion,2025-01-19,PE_SMB_IMS_SISE,104.44,195215,328,184494,9,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-12,PE_SMB_IMS_SISE,101.43,383302,1209,341188,20,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-23,PE_SMB_IMS_SISE,99.75,310212,843,284563,15,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_influencers-flavia-1_31-dic-2025_intereses_spark-ads,Conversion,2025-01-09,PE_SMB_IMS_SISE,96.95,253954,442,200539,8,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_diseno-modas-marzo_intereses_video,Conversion,2025-01-25,PE_SMB_IMS_SISE,96.78,296159,556,266515,16,USD,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_enfermeria,intereses_enfermeria_cpl,vid_enfermeria-m6_12-nov-2024_intereses_video,Conversion,2025-01-28,PE_SMB_IMS_SISE,96.46,324898,474,266556,10,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_enfermeria
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-02-13,PE_SMB_IMS_SISE,96.28,267173,414,233424,28,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_enfermeria,intereses_enfermeria_cpl,vid_enfermeria-m6_12-nov-2024_intereses_video,Conversion,2025-01-29,PE_SMB_IMS_SISE,94.56,341721,472,288490,12,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_enfermeria
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-13,PE_SMB_IMS_SISE,94.1,350723,1053,320785,17,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-24,PE_SMB_IMS_SISE,93.22,263576,780,239028,11,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_top-1-bolsa-laboral_06-ene-2025_intereses_spark-ads,Impression,2025-01-14,PE_SMB_IMS_SISE,93.06,398450,737,378003,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_influencers-flavia-2_31-dic-2025_intereses_spark-ads,Conversion,2025-01-06,PE_SMB_IMS_SISE,92.32,358861,663,279158,23,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-11,PE_SMB_IMS_SISE,92.12,345948,1249,299058,38,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_diseno-modas-marzo_intereses_video,Conversion,2025-01-28,PE_SMB_IMS_SISE,90.34,291869,517,269889,10,USD,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-21,PE_SMB_IMS_SISE,90.25,183862,541,169762,20,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_influencers-flavia-2_31-dic-2025_intereses_spark-ads,Conversion,2025-01-07,PE_SMB_IMS_SISE,90.01,320649,501,260333,9,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_influencers-flavia-2_31-dic-2025_intereses_spark-ads,Conversion,2025-01-04,PE_SMB_IMS_SISE,89.94,359630,668,310340,18,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-02-12,PE_SMB_IMS_SISE,86.74,275825,404,243407,40,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_collage-mayo_video_intereses_video,Conversion,2025-01-20,PE_SMB_IMS_SISE,84.21,175058,295,164883,10,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_enfermeria,intereses_enfermeria_cpl,vid_enfermeria-m6_12-nov-2024_intereses_video,Conversion,2025-01-30,PE_SMB_IMS_SISE,83.68,306069,476,258891,11,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_enfermeria
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_influencers-flavia-2_31-dic-2025_intereses_spark-ads,Conversion,2025-01-05,PE_SMB_IMS_SISE,83.62,322163,597,277360,26,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-07,PE_SMB_IMS_SISE,83.32,488126,740,458173,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-25,PE_SMB_IMS_SISE,81.56,279861,819,253602,11,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_enfermeria,intereses_enfermeria_cpl,vid_enfermeria-m6_12-nov-2024_intereses_video,Conversion,2025-01-27,PE_SMB_IMS_SISE,80.89,289934,376,239464,17,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_enfermeria
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-25,PE_SMB_IMS_SISE,80.78,434853,589,415257,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-02-10,PE_SMB_IMS_SISE,80.08,246739,374,228297,29,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-02-02,PE_SMB_IMS_SISE,79.07,276943,481,233254,11,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_logistico-23.05_intereses_video,Conversion,2025-02-15,PE_SMB_IMS_SISE,78.92,244526,382,211213,15,USD,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-08,PE_SMB_IMS_SISE,78.74,428701,596,409228,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_audiovisuales,rmkt_audivisuales_cpl,vid_comunicacion-audiovisual-22.05_rmkt_video,Conversion,2025-02-15,PE_SMB_IMS_SISE,78.3,202630,280,166221,21,USD,CARRERA,COMUNICACION AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_audiovisuales
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,abierto_influencers_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_abierto_spark-ads,Conversion,2025-01-22,PE_SMB_IMS_SISE,78.2,197086,591,181522,15,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-18,PE_SMB_IMS_SISE,78.16,389245,537,373951,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-20,PE_SMB_IMS_SISE,77.88,423152,556,404926,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_tu-oportunidad-de-crecer_06-ene-2025_intereses_spark-ads,Impression,2025-01-11,PE_SMB_IMS_SISE,77.83,380432,572,363848,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_chico-de-las-noticias-admi_10-ene-2025_intereses_spark-ads,Conversion,2025-01-19,PE_SMB_IMS_SISE,77.81,113065,423,108851,1,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-15,PE_SMB_IMS_SISE,77.81,385682,538,357799,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-16,PE_SMB_IMS_SISE,77.8,400591,588,375317,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-09,PE_SMB_IMS_SISE,77.78,431070,572,408878,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_collage-mayo_video_intereses_video,Conversion,2025-01-17,PE_SMB_IMS_SISE,77.57,150495,255,143108,6,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-11,PE_SMB_IMS_SISE,77.39,402884,544,382617,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-12,PE_SMB_IMS_SISE,77.32,442776,526,414368,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-14,PE_SMB_IMS_SISE,77.32,404359,520,377034,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-02-13,PE_SMB_IMS_SISE,77.28,413452,552,384497,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
