Día,Nombre de la cuenta,Nombre de la campaña,Nombre del conjunto de anuncios,Nombre del anuncio,Divisa,Importe gastado (USD),Costo por registro completado,Registros completados en el sitio web,Alcance,Impresiones,Frecuencia,Clics (todos),CPC (todos),CTR (todos),Clics en el enlace,CPC (costo por clic en el enlace),CTR (porcentaje de clics en el enlace),Visitas a la página de destino,Costo por visita a la página de destino,Conversaciones con mensajes iniciadas,CP - Comunicación audiovisual,CP - Computación e informática,CP - Marketing,CP - Publicidad y marketing,CP - Administración de hoteles,CP - Diseño de modas,CP - Negocios Internacionales,CP - Secretariado ejecutivo,CP - Desarrollo de software,CP - Landing general,CP - Periodismo audiovisual,CP - Contabilidad,CP - Administración bancaria y financiera,CP - Fisioterapia y rehabilitación,CP - Gastronomía,CP - Ciberseguridad,CP - Administración de empresas,CP - Enfermería,CP - Redes y seguridad informática,CP - Diseño de interiores,CP - Administración logística,CP - Diseño gráfico,CP - Software,CP - Tëcnica en farmacia,CP - Cpex,Clientes potenciales de Meta,CP - Cursos,CP - Cluster gestión,Inicio del informe,Fin del informe,Tipo de Producto,PRODUCTO DETALLE,OBJETIVO,CANAL,MODALIDAD,SEDE,Nombre Campaña,Resultados,Tipo Resultado,Resultados Personalizados
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m1_carreras___abr_1,USD,6.64,,,2963.0,3268.0,1.10293621,9.0,0.73777778,0.2753978,6.0,1.10666667,0.18359853,3.0,2.21333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m2_carreras___abr_1,USD,13.73,4.57666667,3.0,2273.0,2526.0,1.11130664,22.0,0.62409091,0.8709422,12.0,1.14416667,0.47505938,10.0,1.373,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,3.0,Registros completados en el sitio web,3.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m1_carreras___abr_1,USD,3.86,,,3085.0,3293.0,1.06742301,16.0,0.24125,0.48587914,6.0,0.64333333,0.18220468,2.0,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m2_carreras___abr_1,USD,18.55,4.6375,4.0,11920.0,12979.0,1.08884228,87.0,0.21321839,0.67031358,42.0,0.44166667,0.32359966,25.0,0.742,,,,,1.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,1.0,,2025-04-01,2025-04-15,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,4.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m1_carreras___abr_1,USD,16.22,8.11,2.0,6212.0,7504.0,1.20798455,70.0,0.23171429,0.93283582,22.0,0.73727273,0.29317697,8.0,2.0275,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,COMUNICACION AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m2_carreras___abr_1,USD,8.55,,,4082.0,5055.0,1.23836355,36.0,0.2375,0.71216617,15.0,0.57,0.29673591,7.0,1.22142857,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,COMUNICACION AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m1_carreras___abr_1,USD,9.86,9.86,1.0,2627.0,3126.0,1.18995051,26.0,0.37923077,0.83173385,17.0,0.58,0.54382598,9.0,1.09555556,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m3_carreras___abr_1,USD,1.65,,,925.0,1016.0,1.09837838,10.0,0.165,0.98425197,4.0,0.4125,0.39370079,1.0,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m1_carreras___abr_1,USD,3.53,3.53,1.0,2310.0,2552.0,1.1047619,11.0,0.32090909,0.43103448,5.0,0.706,0.19592476,4.0,0.8825,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m2_carreras___abr_1,USD,16.32,16.32,1.0,7218.0,8331.0,1.15419784,41.0,0.39804878,0.4921378,20.0,0.816,0.24006722,6.0,2.72,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,2025-04-01,2025-04-15,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m1_carreras___abr_1,USD,8.68,4.34,2.0,2950.0,3435.0,1.16440678,18.0,0.48222222,0.52401747,17.0,0.51058824,0.49490539,11.0,0.78909091,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m2_carreras___abr_1,USD,19.83,6.61,3.0,2473.0,2976.0,1.20339668,43.0,0.46116279,1.44489247,19.0,1.04368421,0.63844086,14.0,1.41642857,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,3.0,Registros completados en el sitio web,3.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m1_carreras___abr_1,USD,6.08,,,4357.0,4917.0,1.1285288,19.0,0.32,0.38641448,5.0,1.216,0.10168802,2.0,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m2_carreras___abr_1,USD,13.38,3.345,4.0,5978.0,7030.0,1.17597859,53.0,0.25245283,0.75391181,29.0,0.46137931,0.41251778,15.0,0.892,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,4.0,Registros completados en el sitio web,2.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-m1_carreras___abr_1,USD,2.46,,,2058.0,2148.0,1.04373178,8.0,0.3075,0.37243948,3.0,0.82,0.1396648,1.0,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-m2_carreras___abr_1,USD,16.56,16.56,1.0,7563.0,8654.0,1.14425493,52.0,0.31846154,0.60087821,16.0,1.035,0.1848856,9.0,1.84,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-m1_carreras___abr_1,USD,9.72,,,7608.0,8342.0,1.09647739,38.0,0.25578947,0.45552625,10.0,0.972,0.11987533,3.0,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-m2_carreras___abr_1,USD,11.58,11.58,1.0,7160.0,8381.0,1.17053073,64.0,0.1809375,0.76363202,27.0,0.42888889,0.32215726,10.0,1.158,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m1_carreras___abr_1,USD,17.78,,,5764.0,6346.0,1.10097155,42.0,0.42333333,0.66183423,12.0,1.48166667,0.18909549,5.0,3.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m2_carreras___abr_1,USD,4.25,,,3636.0,3783.0,1.04042904,18.0,0.23611111,0.47581285,9.0,0.47222222,0.23790642,4.0,1.0625,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-m1_carreras___abr_1,USD,7.61,7.61,1.0,4443.0,4528.0,1.01913122,10.0,0.761,0.22084806,4.0,1.9025,0.08833922,4.0,1.9025,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,MARKETING,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-m2_carreras___abr_1,USD,10.83,10.83,1.0,5583.0,5977.0,1.07057138,21.0,0.51571429,0.35134683,8.0,1.35375,0.13384641,5.0,2.166,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,MARKETING,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-m1_carreras___abr_1,USD,4.16,,,1428.0,1629.0,1.1407563,16.0,0.26,0.98219767,3.0,1.38666667,0.18416206,2.0,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-m2_carreras___abr_1,USD,12.19,2.03166667,6.0,6605.0,6983.0,1.05722937,35.0,0.34828571,0.50121724,21.0,0.58047619,0.30073035,16.0,0.761875,,,,,,,,,,,,,,,,,,5.0,,,,1.0,,,,,,,6.0,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,6.0,Registros completados en el sitio web,5.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-m1_carreras___abr_1,USD,22.84,11.42,2.0,9838.0,11902.0,1.20979874,87.0,0.26252874,0.73096958,37.0,0.6172973,0.31087212,15.0,1.52266667,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,2.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-m2_carreras___abr_1,USD,22.83,7.61,3.0,7951.0,9917.0,1.2472645,91.0,0.25087912,0.91761621,32.0,0.7134375,0.32267823,18.0,1.26833333,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,3.0,Registros completados en el sitio web,3.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m1_carreras___abr_1,USD,4.65,,,1784.0,1965.0,1.1014574,16.0,0.290625,0.81424936,7.0,0.66428571,0.3562341,1.0,4.65,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m2_carreras___abr_1,USD,1.98,1.98,1.0,1408.0,1500.0,1.06534091,7.0,0.28285714,0.46666667,3.0,0.66,0.2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-m1_carreras___abr_1,USD,9.11,9.11,1.0,3391.0,3608.0,1.06399292,17.0,0.53588235,0.47117517,11.0,0.82818182,0.30487805,5.0,1.822,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-04-01,2025-04-15,CARRERA,MARKETING,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-m2_carreras___abr_1,USD,22.51,22.51,1.0,6882.0,8574.0,1.24585876,38.0,0.59236842,0.44320037,17.0,1.32411765,0.19827385,7.0,3.21571429,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-04-01,2025-04-15,CARRERA,MARKETING,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m1_carreras___abr_1,USD,21.71,5.4275,4.0,16335.0,19275.0,1.17998163,65.0,0.334,0.33722438,40.0,0.54275,0.2075227,21.0,1.03380952,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,4.0,Registros completados en el sitio web,4.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m2_carreras___abr_1,USD,66.05,8.25625,8.0,61848.0,69126.0,1.11767559,328.0,0.20137195,0.47449585,163.0,0.40521472,0.23580129,77.0,0.85779221,,,2.0,,,,,,,,1.0,,,,,4.0,,,,,,1.0,,2.0,,,,,1.0,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,8.0,Registros completados en el sitio web,4.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m3_carreras___abr_1,USD,24.36,12.18,2.0,18896.0,20919.0,1.1070597,65.0,0.37476923,0.31072231,34.0,0.71647059,0.16253167,18.0,1.35333333,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,2.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m4_carreras___abr_1,USD,21.49,21.49,1.0,18814.0,20501.0,1.08966727,90.0,0.23877778,0.43900298,51.0,0.42137255,0.24876835,24.0,0.89541667,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m1_carreras___abr_1,USD,0.73,,,379.0,416.0,1.09762533,4.0,0.1825,0.96153846,1.0,0.73,0.24038462,1.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m2_carreras___abr_1,USD,9.89,,,5792.0,6574.0,1.13501381,45.0,0.21977778,0.68451476,17.0,0.58176471,0.25859446,7.0,1.41285714,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m3_carreras___abr_1,USD,4.11,,,2612.0,2952.0,1.13016845,16.0,0.256875,0.54200542,9.0,0.45666667,0.30487805,3.0,1.37,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-m4_carreras___abr_1,USD,22.53,22.53,1.0,9519.0,11135.0,1.16976573,71.0,0.31732394,0.6376291,27.0,0.83444444,0.24247867,8.0,2.81625,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_farmacia-m1_carreras___abr_1,USD,3.13,,,1637.0,1824.0,1.11423335,22.0,0.14227273,1.20614035,7.0,0.44714286,0.38377193,3.0,1.04333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,TECNICA EN FARMACIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-01,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_farmacia-m2_carreras___abr_1,USD,3.33,1.665,2.0,1394.0,1568.0,1.12482066,23.0,0.14478261,1.46683673,8.0,0.41625,0.51020408,5.0,0.666,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2025-04-01,2025-04-15,CARRERA,TECNICA EN FARMACIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,2.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_fisioterapia-m1_carreras___abr_1,USD,10.64,10.64,1.0,3996.0,4677.0,1.17042042,19.0,0.56,0.40624332,10.0,1.064,0.21381227,5.0,2.128,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,FISIOTERAPIA Y REHABILITACION,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_fisioterapia-m3_carreras___abr_1,USD,6.33,6.33,1.0,1880.0,2188.0,1.16382979,22.0,0.28772727,1.00548446,7.0,0.90428571,0.31992687,4.0,1.5825,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,FISIOTERAPIA Y REHABILITACION,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_enfermeria-m3_carreras___abr_1,USD,17.42,17.42,1.0,7995.0,8956.0,1.12020013,48.0,0.36291667,0.53595355,19.0,0.91684211,0.21214828,8.0,2.1775,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-01,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_enfermeria-m4_carreras___abr_1,USD,17.9,17.9,1.0,7231.0,8309.0,1.14908035,74.0,0.24189189,0.89060055,36.0,0.49722222,0.43326513,13.0,1.37692308,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
