Reporte_CPL_Google - PBI TOTAL
"April 1, 2025 - April 15, 2025"
Account name,Customer ID,Campaign,Landing page,Day,Clicks,Impr.,Currency code,Cost,Conversions
SISE_CARRERAS_SEARCH_GADS,342-718-7080,SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top,https://carrera.sise.edu.pe/gastronomia-y-gestion-culinaria/?utm_source=google&utm_medium=search-paid&utm_campaign=SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top&utm_content=extension-sitio-gastronomia,2025-04-06,0,44,USD,0.00,0.00
SISE_CARRERAS_SEARCH_GADS,342-718-7080,SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top,https://carrera.sise.edu.pe/gastronomia-y-gestion-culinaria/?utm_source=google&utm_medium=search-paid&utm_campaign=SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top&utm_content=extension-sitio-gastronomia-95-egresados-trabajan,2025-04-06,0,16,USD,0.00,0.00
SISE_CARRERAS_SEARCH_GADS,342-718-7080,SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top,https://carrera.sise.edu.pe/gastronomia-y-gestion-culinaria/?utm_source=google&utm_medium=search-paid&utm_campaign=SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top&utm_content=extension-sitio-gastronomia-empleabilidad,2025-04-06,0,12,USD,0.00,0.00
SISE_CARRERAS_SEARCH_GADS,342-718-7080,SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top,https://carrera.sise.edu.pe/gastronomia-y-gestion-culinaria/?utm_source=google&utm_medium=search-paid&utm_campaign=SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top&utm_content=extension-sitio-gastronomia-mas-informacion,2025-04-06,0,43,USD,0.00,0.00
SISE_CARRERAS_SEARCH_GADS,342-718-7080,SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top,https://carrera.sise.edu.pe/gastronomia-y-gestion-culinaria/?utm_source=google&utm_medium=search-paid&utm_campaign=SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top&utm_content=extension-sitio-gastronomia-matricula,2025-04-06,0,36,USD,0.00,0.00
SISE_CARRERAS_SEARCH_GADS,342-718-7080,SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top,https://carrera.sise.edu.pe/gastronomia-y-gestion-culinaria/{ignore}?utm_source=google&utm_medium=search-paid&utm_campaign=SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top&utm_content=anuncio-dinamico-gastronomia-v1_cpl,2025-04-06,0,7,USD,0.00,0.00
SISE_CARRERAS_SEARCH_GADS,342-718-7080,SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top,https://carrera.sise.edu.pe/gastronomia-y-gestion-culinaria/{ignore}?utm_source=google&utm_medium=search-paid&utm_campaign=SIS-Pre_google_search_aon_2025_1_conversiones_subasta_generic-bolsa-top&utm_content=anuncio-dinamico-gastronomia-v3_cpl,2025-04-06,7,90,USD,5.57,1.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe,2025-04-06,106,"5,424",USD,8.07,8.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe/,2025-04-06,0,17,USD,0.00,0.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe/aprende-importar-china/,2025-04-06,0,38,USD,0.00,0.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe/asistente-contable/,2025-04-06,6,21,USD,0.81,0.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe/asistente-gerencia/,2025-04-06,1,4,USD,0.10,0.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe/asistente-logistica/,2025-04-06,1,2,USD,0.12,0.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe/asistente-planillas/,2025-04-06,1,11,USD,0.13,1.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe/bartender/,2025-04-06,3,61,USD,0.38,0.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe/cajero-financiero-y-comercial/,2025-04-06,7,76,USD,0.76,0.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe/cocina-peruana/,2025-04-06,7,54,USD,0.85,1.00
SISE_IDIOMAS CURSOS_SEARCH_GADS,272-342-1901,SIS-Cursos_google_pmax_aon_2025_1_conversiones_subasta_virtuales,https://www.cursos-formacion-continua.sise.edu.pe/cocteleria-aficionados/,2025-04-06,0,17,USD,0.00,0.00
