Día,"Nombre de la cuenta","Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Divisa,"Importe gastado (USD)","Costo por registro completado","Registros completados en el sitio web",Alcance,Impresiones,Frecuencia,"Clics (todos)","CPC (todos)","CTR (todos)","Clics en el enlace","CPC (costo por clic en el enlace)","CTR (porcentaje de clics en el enlace)","Visitas a la página de destino","Costo por visita a la página de destino","Conversaciones con mensajes iniciadas","CP - Comunicación audiovisual","CP - Computación e informática","CP - Marketing","CP - Publicidad y marketing","CP - Administración de hoteles","CP - Diseño de modas","CP - Negocios Internacionales","CP - Secretariado ejecutivo","CP - Desarrollo de software","CP - Landing general","CP - Periodismo audiovisual","CP - Contabilidad","CP - Administración bancaria y financiera","CP - Fisioterapia y rehabilitación","CP - Gastronomía","CP - Ciberseguridad","CP - Administración de empresas","CP - Enfermería","CP - Redes y seguridad informática","CP - Diseño de interiores","CP - Administración logística","CP - Diseño gráfico","CP - Software","CP - Tëcnica en farmacia","CP - Cpex","Clientes potenciales de Meta","CP - Cursos","CP - Cluster gestión","Inicio del informe","Fin del informe"
2025-04-06,SISE_IDIOMAS_FB,SIS-Idiomas_social-media_facebook_tactica_2025_1_mensajes_subasta_whatsapp,intereses_ingles_cpl,img_el-mundo-es-tuyo_10-ene-2025_intereses_ppl,USD,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,SIS-Pre_social-media_facebook_aon_2025_1_mensajes_subasta_whatsapp-formacion-corporativa,demografia_formacion-corporativa_cpc,img_carrusel_22-ene-2025_demografia_ppl,USD,10.21,,,1578,2348,1.48795944,68,0.15014706,2.89608177,61,0.16737705,2.59795571,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,SIS-Pre_social-media_facebook_aon_2025_1_mensajes_subasta_whatsapp-formacion-corporativa,demografia_formacion-corporativa_cpc,img_diseno-comunicaciones_22-ene-2025_demografia_ppl,USD,0.05,,,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,SIS-Pre_social-media_facebook_aon_2025_1_mensajes_subasta_whatsapp-formacion-corporativa,demografia_formacion-corporativa_cpc,img_gastronomia_22-ene-2025_demografia_ppl,USD,0.35,,,141,155,1.09929078,2,0.175,1.29032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,SIS-Pre_social-media_facebook_aon_2025_1_mensajes_subasta_whatsapp-formacion-corporativa,demografia_formacion-corporativa_cpc,img_habilidades-blandas_22-ene-2025_demografia_ppl,USD,0.15,,,36,40,1.11111111,1,0.15,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,SIS-Pre_social-media_facebook_aon_2025_1_mensajes_subasta_whatsapp-formacion-corporativa,demografia_formacion-corporativa_cpc,img_idiomas_22-ene-2025_demografia_ppl,USD,0.01,,,18,22,1.22222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,SIS-Pre_social-media_facebook_aon_2025_1_mensajes_subasta_whatsapp-formacion-corporativa,demografia_formacion-corporativa_cpc,img_informatica_22-ene-2025_demografia_ppl,USD,0.02,,,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m1_carreras___abr_1,USD,2.72,,,3684,4065,1.1034202,8,0.34,0.19680197,5,0.544,0.12300123,4,0.68,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m2_carreras___abr_1,USD,23.71,7.90333333,3,9760,11518,1.18012295,68,0.34867647,0.59038027,27,0.87814815,0.2344157,12,1.97583333,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-m2_carreras___abr_1,USD,3.42,3.42,1,1157,1474,1.27398444,40,0.0855,2.71370421,15,0.228,1.01763908,4,0.855,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m1_carreras___abr_1,USD,0.01,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m2_carreras___abr_1,USD,1.04,,,190,235,1.23684211,5,0.208,2.12765957,1,1.04,0.42553191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-m1_carreras___abr_1,USD,3.99,3.99,1,498,627,1.25903614,19,0.21,3.03030303,2,1.995,0.31897927,2,1.995,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m2_carreras___abr_1,USD,10.48,3.49333333,3,2900,3436,1.18482759,18,0.58222222,0.52386496,9,1.16444444,0.26193248,5,2.096,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m1_carreras___abr_1,USD,5.26,5.26,1,1136,1398,1.2306338,14,0.37571429,1.00143062,7,0.75142857,0.50071531,5,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m3_carreras___abr_1,USD,4.24,,,1571,1753,1.11584978,19,0.22315789,1.08385625,11,0.38545455,0.62749572,4,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m1_carreras___abr_1,USD,0.59,,,166,184,1.10843373,1,0.59,0.54347826,1,0.59,0.54347826,1,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m2_carreras___abr_1,USD,13.17,6.585,2,3808,4542,1.1927521,41,0.32121951,0.90268604,18,0.73166667,0.39630119,11,1.19727273,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m1_carreras___abr_1,USD,1.02,,,306,347,1.13398693,3,0.34,0.86455331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m2_carreras___abr_1,USD,57.04,9.50666667,6,10776,12581,1.16750186,136,0.41941176,1.08099515,57,1.00070175,0.45306414,36,1.58444444,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_diseno-interiores_carreras___abr_2,USD,19.17,19.17,1,5482,6944,1.26669099,62,0.30919355,0.89285714,37,0.51810811,0.5328341,22,0.87136364,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_publicidad-marketing-digital_carreras___abr_2,USD,12.76,,,3245,4035,1.24345146,32,0.39875,0.79306072,14,0.91142857,0.34696406,7,1.82285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m1_carreras___abr_1,USD,2.73,,,423,518,1.22458629,17,0.16058824,3.28185328,6,0.455,1.15830116,6,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m2_carreras___abr_1,USD,0.06,,,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m1_carreras___abr_1,USD,0.7,,,27,28,1.03703704,1,0.7,3.57142857,1,0.7,3.57142857,1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m2_carreras___abr_1,USD,0.15,,,22,26,1.18181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m2_carreras___abr_1,USD,2.55,1.275,2,272,330,1.21323529,9,0.28333333,2.72727273,3,0.85,0.90909091,2,1.275,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m1_carreras___abr_1,USD,0.13,,,23,24,1.04347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m2_carreras___abr_1,USD,4.4,2.2,2,934,1165,1.24732334,34,0.12941176,2.91845494,13,0.33846154,1.11587983,11,0.4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_diseno-interiores_carreras___abr_2,USD,0.53,,,86,95,1.10465116,1,0.53,1.05263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_publicidad-marketing-digital_carreras___abr_2,USD,0.14,,,33,36,1.09090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_diseno-grafico_16-mar-2025_intereses_ppl,USD,38.26,,,149557,166112,1.11069358,297,0.12882155,0.17879503,170,0.22505882,0.10234059,34,1.12529412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_inicia-hoy-tu-futuro_17-mar-2025_intereses_ppl,USD,11.46,,,46086,50179,1.08881222,98,0.11693878,0.19530082,59,0.19423729,0.11757907,7,1.63714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_oportunidades-laborales_26-dic-2024_intereses_ppl,USD,4.19,,,17419,18272,1.04896952,38,0.11026316,0.20796848,22,0.19045455,0.1204028,1,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_potenciamos-perfil_26-dic-2024_intereses_ppl,USD,21.84,,,89347,93632,1.04795908,189,0.11555556,0.20185407,77,0.28363636,0.08223684,12,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_ser-parte-sise_26-dic-2024_intereses_ppl,USD,13.05,,,55687,56262,1.01032557,105,0.12428571,0.18662685,58,0.225,0.10308912,11,1.18636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,pplv_testimonio-diseño-grafico_carreras___abr_4,USD,3.36,,,14371,14603,1.01614362,27,0.12444444,0.18489352,4,0.84,0.02739163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_admin-testimonio_14-ene-2025_intereses_pplv,USD,3.1,,,12691,13030,1.02671184,26,0.11923077,0.19953952,6,0.51666667,0.04604758,1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-admi-empresas_20-feb-2025_intereses_pplv,USD,1.99,,,8486,8846,1.04242281,10,0.199,0.11304544,3,0.66333333,0.03391363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-computacion-e-informatica_20-feb-2025_intereses_pplv,USD,0.73,,,2976,3101,1.04200269,5,0.146,0.16123831,1,0.73,0.03224766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-gastronomia_20-feb-2025_intereses_pplv,USD,10.82,,,44767,47061,1.0512431,80,0.13525,0.16999214,15,0.72133333,0.03187353,3,3.60666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-la-formula-del-exito_20-feb-2025_intereses_pplv,USD,1.78,,,7531,7568,1.00491303,9,0.19777778,0.11892178,3,0.59333333,0.03964059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_ucsur-2_05-mar-2025_intereses_pplv,USD,2.67,,,11522,11522,1,28,0.09535714,0.24301337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_ucsur_05-mar-2025_intereses_pplv,USD,5.17,,,22269,22438,1.00758903,33,0.15666667,0.14707193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-m1_carreras___abr_1,USD,15.77,,,4053,4893,1.20725389,40,0.39425,0.81749438,18,0.87611111,0.36787247,9,1.75222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-m1_carreras___abr_1,USD,92.93,10.32555556,9,47215,57617,1.22031134,304,0.30569079,0.52762206,145,0.64089655,0.25166184,62,1.49887097,,,,,,,,,,,2,,,,,1,1,3,,,,2,,,,,,,5,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-m1_carreras___abr_1,USD,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-m1_carreras___abr_1,USD,0.01,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-m2_carreras___abr_1,USD,8.83,4.415,2,1763,2169,1.23028928,29,0.30448276,1.33702167,13,0.67923077,0.59935454,8,1.10375,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-m1_carreras___abr_1,USD,5.6,,,1410,1722,1.2212766,24,0.23333333,1.39372822,8,0.7,0.46457607,6,0.93333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-m2_carreras___abr_1,USD,10.08,10.08,1,3245,4085,1.25885978,51,0.19764706,1.24847001,22,0.45818182,0.53855569,13,0.77538462,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m2_carreras___abr_1,USD,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-m1_carreras___abr_1,USD,1.62,,,165,202,1.22424242,2,0.81,0.99009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m1_carreras___abr_1,USD,20.54,5.135,4,11343,13371,1.17878868,80,0.25675,0.59830977,42,0.48904762,0.31411263,16,1.28375,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m2_carreras___abr_1,USD,115.63,6.42388889,18,81734,92648,1.13353072,554,0.20871841,0.59796218,274,0.4220073,0.29574303,116,0.99681034,,,1,,,,,,,,6,,,,,10,,1,,,,,1,1,,,,1,1,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m1_carreras___abr_1,USD,0.08,,,21,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m3_carreras___abr_1,USD,0.56,,,232,256,1.10344828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_reingreso_aon_meta_facebook_consideration_trafico_carreras_2025_abr_1,rmkt_reingreso_trafico_carreras__cpc,ppl_retoma-estudios-m1_carreras___abr_1,USD,9.57,,,3099,9355,3.01871571,77,0.12428571,0.82308926,54,0.17722222,0.57723143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_reingreso_aon_meta_facebook_consideration_trafico_carreras_2025_abr_1,rmkt_reingreso_trafico_carreras__cpc,ppl_retoma-estudios-m2_carreras___abr_1,USD,13.69,,,3867,12544,3.24385829,92,0.14880435,0.73341837,77,0.17779221,0.61383929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_reingreso_aon_meta_facebook_consideration_trafico_carreras_2025_abr_1,rmkt_reingreso_trafico_carreras__cpc,ppl_retoma-estudios-m3_carreras___abr_1,USD,9.31,,,3211,8666,2.69884771,39,0.23871795,0.45003462,29,0.32103448,0.33464113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-m3_carreras___abr_1,USD,28.02,4.00285714,7,7724,9019,1.16765924,97,0.28886598,1.07550726,45,0.62266667,0.49894667,21,1.33428571,,,,,,,,,,,2,,,,,,,,4,,,,,,1,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_farmacia-m1_carreras___abr_1,USD,2.69,,,1005,1087,1.08159204,18,0.14944444,1.65593376,5,0.538,0.4599816,2,1.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_farmacia-m2_carreras___abr_1,USD,19.37,9.685,2,5826,6906,1.1853759,78,0.24833333,1.12945265,26,0.745,0.37648422,15,1.29133333,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_fisioterapia-m3_carreras___abr_1,USD,8.25,,,2322,2595,1.11757106,29,0.28448276,1.11753372,11,0.75,0.4238921,7,1.17857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-05,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_enfermeria-m4_carreras___abr_1,USD,10.87,10.87,1,3054,3488,1.14210871,41,0.26512195,1.17545872,13,0.83615385,0.37270642,5,2.174,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2025-04-01,2025-04-15
