Campaign name,Ad group name,Ad name,Optimization goal,By Day,Account name,Cost,Impressions,Clicks (destination),Reach,Conversions,Currency
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-11,PE_SMB_IMS_SISE,1.98,4335,9,4143,1,USD
sise_carreras_virtuales_aon_tiktok_social_conversion_conversiones_carreras_2025_abr_9,smart_todas-las-carreras_cpl,SISE_7338148585353088261-no-watermark_kx8r2679.mp4,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.95,9044,7,8084,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-04,PE_SMB_IMS_SISE,1.93,1598,1,1523,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_computacion-m1_carreras___abr_9,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.93,7035,34,6761,19,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,1.89,1884,4,1816,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.89,3031,5,2925,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_diseno-grafico-m1_carreras___abr_9,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.87,11332,53,11137,33,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-05,PE_SMB_IMS_SISE,1.80,7513,19,7418,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_computacion-m1_carreras___abr_9,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.80,7982,38,7844,22,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-05,PE_SMB_IMS_SISE,1.80,3447,6,3159,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-06,PE_SMB_IMS_SISE,1.78,3466,10,3201,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-07,PE_SMB_IMS_SISE,1.77,2189,4,1992,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-03,PE_SMB_IMS_SISE,1.76,2304,4,2230,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-05,PE_SMB_IMS_SISE,1.76,9228,14,9160,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-13,PE_SMB_IMS_SISE,1.73,2106,3,2016,0,USD
SIS-Idiomas_social-media_tiktok_aon_2025_1_conversiones_subasta_ingles,intereses_ingles_cpm,vid_ingles-reto-traduccion_intereses_pplv,Conversion,2025-04-02,PE_SMB_IMS_SISE Idiomas2,1.71,2068,5,2028,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.71,3055,4,2971,0,USD
sise_carreras_virtuales_aon_tiktok_social_conversion_conversiones_carreras_2025_abr_9,smart_todas-las-carreras_cpl,Video 11 100� virtual.mp4,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.67,8329,8,7562,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-ciberseguridad_05-mar-2025_intereses_spark-ads,Impression,2025-04-01,PE_SMB_IMS_SISE,1.63,7140,10,7079,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.63,2313,5,2225,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-07,PE_SMB_IMS_SISE,1.61,4480,5,4342,0,USD
sise_carreras_virtuales_aon_tiktok_social_conversion_conversiones_carreras_2025_abr_9,smart_todas-las-carreras_cpl,Video 11 100� virtual.mp4,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.61,9044,4,8614,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-01,PE_SMB_IMS_SISE,1.60,2251,2,2155,2,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_computacion-m2_carreras___abr_9,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.60,7045,25,7030,13,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-03,PE_SMB_IMS_SISE,1.59,9624,13,9638,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-camino-al-exito_05-mar-2025_intereses_spark-ads,Impression,2025-04-10,PE_SMB_IMS_SISE,1.58,7641,14,7668,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-07,PE_SMB_IMS_SISE,1.58,3011,7,2950,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-camino-al-exito_05-mar-2025_intereses_spark-ads,Impression,2025-04-11,PE_SMB_IMS_SISE,1.57,5593,7,5578,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_computacion-m2_carreras___abr_9,Conversion,2025-04-15,PE_SMB_IMS_SISE,1.55,4608,21,4468,18,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-07,PE_SMB_IMS_SISE,1.54,3746,9,3640,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_computacion-m1_carreras___abr_9,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.53,5542,27,5380,9,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-11,PE_SMB_IMS_SISE,1.53,4074,6,3901,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-02,PE_SMB_IMS_SISE,1.51,2203,3,2146,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.51,1816,6,1725,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.51,2989,4,2834,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.48,1571,3,1508,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,1.46,2551,3,2445,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_enfermeria-m3_carreras___abr_9,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.46,8378,32,8311,19,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-05,PE_SMB_IMS_SISE,1.45,3460,6,3218,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-06,PE_SMB_IMS_SISE,1.44,1673,4,1583,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.43,2706,5,2638,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-13,PE_SMB_IMS_SISE,1.42,1958,6,1863,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-08,PE_SMB_IMS_SISE,1.41,1512,1,1447,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,img_convenio-cientifica-2_05-mar-2025_intereses_spark-ads,Impression,2025-04-01,PE_SMB_IMS_SISE,1.41,5568,0,5504,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_diseno-grafico-m2_carreras___abr_9,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.40,8121,30,8048,16,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-03,PE_SMB_IMS_SISE,1.40,1120,3,1067,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-04,PE_SMB_IMS_SISE,1.40,7297,4,7310,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.39,2872,6,2786,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-09,PE_SMB_IMS_SISE,1.38,2290,4,2216,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-03,PE_SMB_IMS_SISE,1.37,2152,3,2070,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-08,PE_SMB_IMS_SISE,1.36,3389,2,3276,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.36,1083,5,1065,1,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_enfermeria-m1_carreras___abr_9,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.33,5060,16,4861,6,USD
sise_carreras_virtuales_aon_tiktok_social_conversion_conversiones_carreras_2025_abr_9,smart_todas-las-carreras_cpl,ssstik.io_1744243122075_EJ6FLodG.mp4,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.33,6075,3,5602,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-07,PE_SMB_IMS_SISE,1.31,1824,4,1776,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_enfermeria-m3_carreras___abr_9,Conversion,2025-04-11,PE_SMB_IMS_SISE,1.28,4634,17,4532,10,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.28,1293,6,1260,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-05,PE_SMB_IMS_SISE,1.28,2653,5,2604,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_enfermeria-m1_carreras___abr_9,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.28,9198,29,9087,18,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-04,PE_SMB_IMS_SISE,1.28,1678,3,1570,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.27,2183,7,2115,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-13,PE_SMB_IMS_SISE,1.26,1930,4,1855,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-01,PE_SMB_IMS_SISE,1.25,2064,6,2008,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_enfermeria-m1_carreras___abr_9,Conversion,2025-04-11,PE_SMB_IMS_SISE,1.25,5161,27,5052,15,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-13,PE_SMB_IMS_SISE,1.24,1867,5,1787,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-02,PE_SMB_IMS_SISE,1.23,2255,9,2180,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.22,370,1,354,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-04,PE_SMB_IMS_SISE,1.22,984,0,913,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,spark-ads_testimonio-computacion_carreras___mar_27,Impression,2025-04-01,PE_SMB_IMS_SISE,1.20,5562,10,5490,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_testimonio-admin_04-feb-2025_intereses_spark-ads,Impression,2025-04-01,PE_SMB_IMS_SISE,1.19,4097,3,4068,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-05,PE_SMB_IMS_SISE,1.19,1305,2,1242,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-camino-al-exito_05-mar-2025_intereses_spark-ads,Impression,2025-04-06,PE_SMB_IMS_SISE,1.18,5709,9,5682,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,1.18,3123,6,3081,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,1.18,2542,4,2468,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-publicidad-marketing_05-mar-2025_intereses_spark-ads,Impression,2025-04-01,PE_SMB_IMS_SISE,1.18,4495,9,4465,0,USD
sise_carreras_virtuales_aon_tiktok_social_conversion_conversiones_carreras_2025_abr_9,smart_todas-las-carreras_cpl,SISE_7338148585353088261-no-watermark_kx8r2679.mp4,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.18,5206,3,4283,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-05,PE_SMB_IMS_SISE,1.18,1737,4,1665,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_computacion-m2_carreras___abr_9,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.17,4099,19,3931,7,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-11,PE_SMB_IMS_SISE,1.16,4025,12,3888,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-09,PE_SMB_IMS_SISE,1.16,909,3,871,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-08,PE_SMB_IMS_SISE,1.14,1760,1,1696,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.14,1943,3,1894,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-13,PE_SMB_IMS_SISE,1.12,1405,3,1336,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-11,PE_SMB_IMS_SISE,1.10,1893,3,1828,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_enfermeria-m1_carreras___abr_9,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.10,4351,20,4261,8,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-04,PE_SMB_IMS_SISE,1.09,5388,9,5362,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-11,PE_SMB_IMS_SISE,1.09,1032,1,991,0,USD
SIS-Idiomas_social-media_tiktok_aon_2025_1_conversiones_subasta_ingles,intereses_ingles_cpm,vid_ingles-trucos-pronunciacion_intereses_video,Conversion,2025-04-02,PE_SMB_IMS_SISE Idiomas2,1.08,1029,10,990,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_diseno-grafico-m2_carreras___abr_9,Conversion,2025-04-15,PE_SMB_IMS_SISE,1.08,2190,25,2015,10,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-07,PE_SMB_IMS_SISE,1.06,2789,4,2779,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.06,851,2,821,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_computacion-m1_carreras___abr_9,Conversion,2025-04-11,PE_SMB_IMS_SISE,1.06,3291,17,3210,8,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,img_testimonio-gastro_04-mar-2025_intereses_spark-ads,Impression,2025-04-01,PE_SMB_IMS_SISE,1.04,4297,7,4292,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-06,PE_SMB_IMS_SISE,1.04,976,1,938,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-12,PE_SMB_IMS_SISE,1.03,1412,2,1374,0,USD
sise_carreras_virtuales_aon_tiktok_social_conversion_conversiones_carreras_2025_abr_9,smart_todas-las-carreras_cpl,Video 11 100� virtual.mp4,Conversion,2025-04-14,PE_SMB_IMS_SISE,1.03,5473,6,4441,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_enfermeria-m1_carreras___abr_9,Conversion,2025-04-13,PE_SMB_IMS_SISE,1.03,3657,12,3523,8,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-04,PE_SMB_IMS_SISE,1.03,859,0,813,0,USD
sise_carreras_virtuales_aon_tiktok_social_conversion_conversiones_carreras_2025_abr_9,smart_todas-las-carreras_cpl,Video 11 100� virtual.mp4,Conversion,2025-04-15,PE_SMB_IMS_SISE,1.02,5218,10,4193,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-06,PE_SMB_IMS_SISE,0.99,1673,3,1574,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-01,PE_SMB_IMS_SISE,0.99,952,2,919,0,USD
sise_carreras_virtuales_aon_tiktok_social_conversion_conversiones_carreras_2025_abr_9,smart_todas-las-carreras_cpl,SISE_7338148585353088261-no-watermark_kx8r2679.mp4,Conversion,2025-04-15,PE_SMB_IMS_SISE,0.98,4165,2,3417,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_computacion-m2_carreras___abr_9,Conversion,2025-04-13,PE_SMB_IMS_SISE,0.95,3196,19,3104,8,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_enfermeria-m1_carreras___abr_9,Conversion,2025-04-15,PE_SMB_IMS_SISE,0.94,3467,8,3388,5,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,0.94,1598,5,1572,1,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_diseno-grafico-m2_carreras___abr_9,Conversion,2025-04-12,PE_SMB_IMS_SISE,0.94,2673,13,2572,7,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-04,PE_SMB_IMS_SISE,0.92,1455,1,1402,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-01,PE_SMB_IMS_SISE,0.89,1265,5,1207,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-03,PE_SMB_IMS_SISE,0.89,1362,0,1303,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-14,PE_SMB_IMS_SISE,0.88,1261,1,1228,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,0.88,2967,4,2847,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_admi-empresas-m1_carreras___abr_9,Conversion,2025-04-11,PE_SMB_IMS_SISE,0.88,6130,14,6110,10,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-13,PE_SMB_IMS_SISE,0.88,1579,4,1523,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,0.87,3117,8,3074,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-09,PE_SMB_IMS_SISE,0.85,1573,1,1535,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-13,PE_SMB_IMS_SISE,0.85,1324,3,1265,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-13,PE_SMB_IMS_SISE,0.85,1756,6,1688,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_diseno-grafico-m2_carreras___abr_9,Conversion,2025-04-13,PE_SMB_IMS_SISE,0.84,2403,10,2317,8,USD
sise_carreras_virtuales_aon_tiktok_social_conversion_conversiones_carreras_2025_abr_9,smart_todas-las-carreras_cpl,Video 11 100� virtual.mp4,Conversion,2025-04-13,PE_SMB_IMS_SISE,0.83,3795,3,3153,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_admi-empresas-m1_carreras___abr_9,Conversion,2025-04-13,PE_SMB_IMS_SISE,0.81,1720,25,1523,15,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,0.81,1587,4,1501,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,0.81,1609,0,1543,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-01,PE_SMB_IMS_SISE,0.80,1337,2,1269,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-13,PE_SMB_IMS_SISE,0.79,491,1,469,0,USD
